customer_tweet_id,customer_text,intent,escalate,escalation_reason,notes,reply_text,evaluation,predicted_intent,predicted_escalate
517690,"Not having delays, you guys are starting to false advertise. Posting two day delivery but really it’s 3-7, transport to USPS might save you money but aggravates clients like myself.",delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,I certainly understand your concern! We strive to meet the date given in check out. Our two-day shipping refers to transit time as some items may need additional processing time. You can view more information here: https://t.co/RZbR8qrxUK. We hope this helps. ^HC,assistant_audited,delivery_tracking,False
2171081,Can you please help ! not providing any help/support. https://t.co/KPmVQ7aW2c,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"My apologies, Shiv. Could you please let us know how may we help you ? ^KS",assistant_audited,general_support,True
2891937,"I’m in the Uk, is this only available in the US?",general_support,False,routine support request,assistant-audited second pass; human label claim not made,Correct! It appears only https://t.co/nUUp5MLhYl has this show available on Prime.,assistant_audited,general_support,True
1434048,He's wanted to finish early for Halloween so said he couldn't find an address. Never happened before with any Amazon deliveries.,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,I'm sorry you haven't received your orders yet! Please call or chat with us here for options: https://t.co/kzbViJKOhB ^MB,assistant_audited,delivery_tracking,True
284795,"What's the update, still waiting for a resolution.",general_support,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,Our team is working on it. Request you to wait for an update and we'll get back soon. ^GD,assistant_audited,general_support,False
1565887,Thank you. Hopefully this movie will get added to the library soon.,subscription_membership,False,routine support request,assistant-audited second pass; human label claim not made,You're welcome. Do keep us posted for any further concerns. ^SG,assistant_audited,general_support,True
701316,Do I have to wait 12-24 hours for a reply to my email?,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"For the fastest resolution, please reach out to us by phone using the link provided above. ^KP",assistant_audited,general_support,True
2394449,"It won't fit in the safe place, it's my baby's car seat!",delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,You can also assign any of your neighbours to accept the parcel in your behalf to assure the delivery is successful today. Most of our carriers don't offer timed delivery so that's why we can't offer a specific delivery time frame. ^MA,assistant_audited,general_support,True
139077,yes yday and tday alsi status is same...,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB,assistant_audited,general_support,True
980734,moto g5s plus pe cash back offer availble hai kya using sbi credit or debit card ??,payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,Yes! There is a cash back offer on using SBI card. Please click on the link for details. https://t.co/3SaY3OV0kS ^RI,assistant_audited,payment_billing,False
639425,One was delivered through Amazon's delivery service and the other by UPS.,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,"Gotcha- thanks for letting us know, Wade. I'd like a member of my team to check into this with you. When you have a moment, please click here: https://t.co/G2kjtpjN9k. We'll be in touch shortly after. ^BL",assistant_audited,delivery_tracking,False
1104273,Hi team can I pay partial by Gift card and Partial Amazon pay balance to pay for my order &amp; get 10% CB on the Amazon pay paid amt?,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,You can check the Terms and Conditions over here: https://t.co/NQ3tbqSdYr (2/2/) ^SC,assistant_audited,payment_billing,False
706863,Si eres #Prime recibes el mismo trato que si no lo eres entonces para que? yo era de Prime ya no ... https://t.co/jl4KCyzq64,subscription_membership,False,routine support request,assistant-audited second pass; human label claim not made,"Hola, nos comentarías, ¿tienes algún pedido pendiente de entrega? ^HC",assistant_audited,subscription_membership,False
1190310,"Today's pickup also cancelled by your team, because of that serial number issue. Fed up with amazon https://t.co/HaiCXDUj6y",technical_issue,False,routine support request,assistant-audited second pass; human label claim not made,you as soon as we receive an update from them. 2/2 ^SH,assistant_audited,refund_return,True
622421,"Hi, spoke to CS they said I have to return it myself usin ArrowXL. However, the phone number they gave doesn’t work. This doesn’t seem like an easy process for an item which is suppose to have ‘easy returns’",refund_return,True,financial or refund request,assistant-audited second pass; human label claim not made,"If you would like to review available return options using our Returns Support Centre, use the following link: https://t.co/ufcFGraDQZ ^WM",assistant_audited,refund_return,False
1350246,It says ‘Not yet dispatched’ and it is 8pm local time in Berlin.,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,My colleagues will check that: https://t.co/Su5eCHNYlH I'm sorry for that :/ ^AV,assistant_audited,delivery_tracking,True
530740,"I'm still waiting on someone in management to contact me, like I was told would happen. Told it would be wI thin the hour.... 2 and half hours ago!",technical_issue,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,Oh my! I'm sorry for the delay in response. I would like someone from our Social Media team to look into this for you. Please send us your information here: https://t.co/JhdxnKRokW. ^AL,assistant_audited,technical_issue,True
441875,Aaaaah les joies de la livraison par Amazon Logistics 🙃👌🏼,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Bonjour, avez-vous reçu votre commande ? ^SN",assistant_audited,general_support,True
2932833,Sold by champion toys and fulfilled by amazon,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Hey Ian, we can't see your account info here on Twitter. When you can, please contact us here: https://t.co/aaDyEz1VgE and we'll have a look there for you.^MA",assistant_audited,general_support,True
495946,The app notified me of the failure. Said it should be attempted tomorrow?,technical_issue,False,routine support request,assistant-audited second pass; human label claim not made,Thanks for letting us know. Please keep us updated on the delivery tomorrow. Orders should arrive by 21:00. ^LI,assistant_audited,technical_issue,False
879276,please check they told me last 8th returng mony nt get yet and after that what they are cometting to resolve but not rtrng mny bk https://t.co/ObrqTysY7n,refund_return,True,financial or refund request,assistant-audited second pass; human label claim not made,Apologies for the ordeal Jay. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,assistant_audited,refund_return,True
825488,Yes they were. All through Amazon. There have been occasions that your delivery service has delivered to the wrong address and even stolen.,delivery_tracking,True,security or account-access concern,assistant-audited second pass; human label claim not made,"We'd like to look into this with you, if you'll provide us as much addt'l info as possible here: https://t.co/EOO0pt25Du ^LB",assistant_audited,delivery_tracking,False
312585,Den u guys remove all details regarding return from order history and change the product to Jon returnable. Great job fraudsters,delivery_tracking,True,security or account-access concern,assistant-audited second pass; human label claim not made,We've received your details and we'll get back to you soon. Appreciate your patience. ^PS,assistant_audited,refund_return,True
2734296,"no i dont think you understand. when i go on that page, it doesnt show up, so even when i go on ""my order isnt showing up"" and input the order number, it says it cant find the order. so im kinda screwed",delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,I'm sorry for the frustration. You can also contact us by clicking here: https://t.co/zYVX1Qi29G. All you have to do is select an issue and it will give you the option to contact us ^AY,assistant_audited,refund_return,True
526619,"What is a status of my refund, it been around 20 days since I raise lots of complaint.",refund_return,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,"I'm sorry your concern hasn't been resolved yet. Please reply to the email you've received from social media tea, we'll reach out to you soon. ^AP",assistant_audited,refund_return,False
1261136,From Amazon Canada,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Has your order shipped? If so, are there any recent tracking updates from the carrier here: https://t.co/PyACxvY8Qo? ^RA",assistant_audited,general_support,True
1279779,In this link you can check this product. https://t.co/X0KyI58bEU This is available in European countries but not in India.,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Thank you for bringing this up. I'll forward your feedback for a review &amp; our internal team will work on this. ^BS,assistant_audited,general_support,True
336148,2k18 75k vc. They gave me 2k17 code,general_support,False,routine support request,assistant-audited second pass; human label claim not made,What Microsoft item was the code that you were given for? ^JF,assistant_audited,general_support,False
2789069,Yes I was told it wasn’t available near me but it would be delivered by the end of the day or earlier.. This is part of the email I received which I also sent back to amazon CS https://t.co/VzxnSSntDv,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,We'd like to have a specialist take a look into this for you. Please provide details here: https://t.co/GqFbQYu2V0,assistant_audited,delivery_tracking,True
814893,Not currently,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Who's the carrier: https://t.co/Y5jpI9gRhE? Do you see your late orders happening with a specific carrier? ^VS,assistant_audited,general_support,True
984716,I let go of better offers with other sites to buy this from you. Feel cheated! Own up!,payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,Apologies for the unpleasant experience. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,assistant_audited,order_change,True
2291147,Je m'en faire le faire de suite ! Merci à vous ! :) Très bonne soirée :),general_support,False,routine support request,assistant-audited second pass; human label claim not made,Je vous en prie. Très bonne soirée à vous également. ^BR,assistant_audited,general_support,False
2587346,Para hoy mismo segun la web de ASM. De hecho lleva en reparto desde las 9 am y aun no ha llegado,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"¿podrían ayudarnos con esta entrega? Gracias. Cesar, si no recibes respuestas, avisanos. ^DA",assistant_audited,general_support,False
1285550,Placed the order via one click and it said Thursday. I placed a second one click order that said friday. email had both orders listed as fri,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,We don't have access to order details via Twitter. Let's take a look into this in real time here: https://t.co/hApLpMlfHN ^JZ,assistant_audited,general_support,True
571744,you are having some issues with your “two day” shipping #dec11isnotintwodays https://t.co/9j13RqYatE,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,"Thanks for reaching out to us! Please keep in mind Two-Day Shipping refers to the time in transit, in business days, after an order ships. You can find more info here: https://t.co/aHMHxK4NSI ^HS",assistant_audited,general_support,True
665624,I am more angry about the appalling service than I am the package being late! Right now I hate Amazon and refuse to purchase from you again!,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,"If it doesn't arrive by the end of the day, please reach out to us here: https://t.co/JzP7hlA23B We want to help! ^ZE",assistant_audited,delivery_tracking,True
382896,"Sincerely waiting pst 96hrs to get delivry,no updates on web app email sms twitterPathetic service u seem to enjng fesitivl n custmr suffers",technical_issue,False,routine support request,assistant-audited second pass; human label claim not made,regarding the issue. Kindly check it here: https://t.co/8DAc10S7ww and revert to it. 2/2 ^AP,assistant_audited,technical_issue,False
1438639,It's working now fam.,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Great, thanks for keeping us posted. Do let us know if there are anymore concerns. ^MS",assistant_audited,general_support,True
843388,. parcel apparently delivered this morning but haven't received it - please help,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,Sorry to hear this - please click on this link for more info on locating your delivery : https://t.co/9gIl44Xtt0 ^TD,assistant_audited,delivery_tracking,False
2789123,"please do upload LAPACHHAPI, marathi horror flick.",general_support,False,routine support request,assistant-audited second pass; human label claim not made,I'll share your preference as a feedback internally. ^MD,assistant_audited,general_support,False
921478,What information should you tell?,general_support,False,routine support request,assistant-audited second pass; human label claim not made,We can't access your Amazon account over Twitter. Kindly share your details over the secure link .^CB,assistant_audited,general_support,True
1271138,そのメールを間違って消去しちゃったんです...😭💦💦💦,general_support,False,routine support request,assistant-audited second pass; human label claim not made,注文確認メールを削除されたとのことでしょうか？注文に関するＥメールは、アカウントサービスのメッセージセンターからご確認いただくことができます。以下リンクからもアクセスできますのでご確認ください。https://t.co/qxvc47GM40 SM,assistant_audited,general_support,True
1049384,No sabía que podía comprar muebles como un Sillón Reclinable en 😝 https://t.co/7t9eHOmC7o,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"¡Ves! De todo puedes encontrar, nada como un sillón cómodo para sentarte o tomar una siesta ^AR https://t.co/M6b4Y4Htx5",assistant_audited,general_support,False
1688641,Y'all stressing me out,general_support,False,routine support request,assistant-audited second pass; human label claim not made,I'm sorry any aggravation! We'd like to see how we can help you so please reach out here: https://t.co/hApLpMlfHN ^DD,assistant_audited,general_support,True
1771668,Nope haven't purchased anything in over 6 months which makes it more confusing?,general_support,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,"Hi, do you own a Kindle, or watched a Prime Video title? It's possible to sign up via different devices in a household. ^TS",assistant_audited,order_change,False
775352,"Added new payment method (corporate card). System makes new card default 1click, no warning. Bought personal items with 1click on corp card.",payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,"We'd like to take a closer look at this with you and assist directly, please reach us here: https://t.co/hApLpMlfHN ^JR",assistant_audited,payment_billing,False
1220827,4 Tage her und noch nicht mal versandt?! Das kenne ich anders... Außerdem könnte das Lieferdatum wenn dann auch mal neunberechnet werden https://t.co/eOCybSzu7G,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Hi, eine Aktualisierung des Lieferdatums erfolgt in der Regel mit dem Versand der Ware. Dein Feedback zur langen Versandvorbereitungsdauer gebe ich gerne weiter! Benötigst du bezüglich der Bestellung weitere Unterstützung? Gruß ^MI",assistant_audited,general_support,False
2285673,So the parcel has not arrived. Where do I go from here?!,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,Let's check hereto see what other options we have available: https://t.co/JzP7hlA23B ^JZ,assistant_audited,delivery_tracking,False
2287104,Melhor presente 😍😍 #kindlepaperwhite #books #ebooks #bday https://t.co/yBLsXg2ZRX,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Oi Leticia! Ganhou hoje? Que presente lindooooooooo! Amamos o Kindle! e a leitura^ 😍📚JJ https://t.co/k2lT1iloer,assistant_audited,general_support,False
2758184,where will the sale page open for oneplus5t,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Please stay tuned to our website here: https://t.co/iebVRGXUd2 ^RW,assistant_audited,general_support,True
130871,Customer service said they cannot provide an email address for me. It is obvious that Amazon does not care to hear about the situation. We are extremely disappointed in how this was handled. This would have been a great opportunity for a two-year-old to get confidence,technical_issue,False,routine support request,assistant-audited second pass; human label claim not made,I'm terribly sorry for the lack of support when you reached out to us. I'd like a member of our team to personally look into this. Please pass your order details to us here: https://t.co/G015dVIydQ ^RR,assistant_audited,technical_issue,True
244085,"Múltiples veces! He marcado el 01800 y llenado formularios, corrobore con banco # d tel para q me contacten y nada! No me llaman! https://t.co/Mo04OkcIkH",general_support,False,routine support request,assistant-audited second pass; human label claim not made,¿Enviaste los datos solicitados por los especialistas en cuentas para recuperar el acceso a tu cuenta? ^LG,assistant_audited,general_support,False
1968392,"Nay, this is on PC and I haven't done any updating",general_support,False,routine support request,assistant-audited second pass; human label claim not made,Hey Brent. Have you tried another browser? Please let us know if the same problem exists. ^TP,assistant_audited,general_support,True
2501953,Wondering when you purchase a gift card through your Amazon account... is that an electronic gift card (aka code) or a physical gift card?,payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,Thanks for reaching out! We have both physical cards and electronic copies available. More info here: https://t.co/02CZpMyZR4 ^RA,assistant_audited,payment_billing,False
650106,are returns through Royal Mail free?,refund_return,True,financial or refund request,assistant-audited second pass; human label claim not made,Hey Alice. Were you provided with a returns label? Was the item sold via a seller or Amazon directly? Check out our returns policy here - https://t.co/KmgnUP017Z ^TP,assistant_audited,refund_return,True
1311270,entre le 10 et 13 novembre en livraison rapide que j'ai changé depuis... envoyé la console le lendemain de la sortie en prioritaire c'est 👎👎,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Merci pour ces précisions. Nous venons de répondre à votre Tweet initial.,assistant_audited,general_support,True
836513,Bullshit from 😂. Can't get more literal than this. Haha! https://t.co/Pt7OOw9XjG,technical_issue,False,routine support request,assistant-audited second pass; human label claim not made,"With all due respect, that's Cow shit sir. ^AB",assistant_audited,general_support,True
2918694,https://t.co/vfP6Lv9CuC,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Is there a tracking number further down that page? The carrier's site may have more up-to-date information. ^AM,assistant_audited,general_support,False
1140840,"I opened a seller's account and closed the account 2/3 days later, $39.99 check was to be mailed to my house, still waiting.",delivery_tracking,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,We'd like to look into this further with you! Please provide some additional information here: https://t.co/AxCebvbsLc ^TK,assistant_audited,account_login,False
2899684,pues no. Para mí el contacto es amazon.,general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Comprendo, Ana. Para lograr revisar con más detalle lo que esta sucediendo, puedes contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AA",assistant_audited,general_support,True
2798264,Amazon fue mi aliado en las compras navideñas de bae✨💖 Te amo,general_support,False,routine support request,assistant-audited second pass; human label claim not made,¡Hola ZombieQueen! ¡Nosotros también te amamos! 😍✨ Cuéntanos ¿De cuáles productos hemos sido complices de tus compras? 😄 ^ PC https://t.co/aFIotsgSm8,assistant_audited,general_support,False
1553872,calling it “guaranteed nextday delivery” &amp; then not delivering the order for several days is false advertising! Repeatedly happens,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,I'm sorry about the frustration! We'd like to help! Do you have an active order that's running behind? ^TK,assistant_audited,delivery_tracking,False
231831,Haven't received anything from your media team and your escalation team advised me to go to police and legal to get my product,general_support,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,"If you've shared the required details on the link provided earlier, you definitely must have received an update from us. ^YP",assistant_audited,general_support,True
5262,Where is No Cost Emi from on #Oneplus5t Really Disappointing,payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,EMI purchases using a Bajaj Finserv Loan cards is available on select items sold by select sellers. I'll be sure to pass on your comments to the concerned team. ^NS,assistant_audited,payment_billing,False
1563868,"Compare to other E-commerce website like flipkart, snapdeal.... Amazon have low price. Thanks . I have purchased so many items.",payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,Thank you indeed for keeping us inspired to do such great work. Happy shopping and unboxing!! ^PS,assistant_audited,payment_billing,True
370333,As per terms and condition once during offer period which makes me elegible. https://t.co/ed1sN50Hdv,payment_billing,True,financial or refund request,assistant-audited second pass; human label claim not made,We'd like to know more about this. Could you elaborate on your concern? ^HD,assistant_audited,general_support,True
319825,You people and ripped me and sold me a jiofi and now none of you are replying.Dont cheat with your customers,general_support,False,routine support request,assistant-audited second pass; human label claim not made,I'm sorry you feel this way. Is there anything specific we may help you with? ^SB,assistant_audited,general_support,True
2230565,my order took two days to arrive with prime and when it turned up it was damaged. whats going on?your delivery is getting worse.,delivery_tracking,True,delivery exception requiring investigation,assistant-audited second pass; human label claim not made,I'm sorry your shipment arrived damaged! You can check here: https://t.co/XPAQUDlTaD for replacement/refund options. ^TR,assistant_audited,delivery_tracking,False
1362471,"Und da mit #AmazonLogistics verschickt, lässt sich anhand des Status auch keine Gründe dafür ableiten. Eine mehr als schlechte Leistung!",general_support,False,routine support request,assistant-audited second pass; human label claim not made,Gerne schauen wir uns das im Social Media Team einmal an: https://t.co/br7bhrlJn8 ^AV,assistant_audited,general_support,False
218056,Ele era meu pai! 😍 Sdds dele... 💔,general_support,False,routine support request,assistant-audited second pass; human label claim not made,Parabéns Cinemaniac! Ele é um ícone e um orgulho da poesia brasileira! 🇧🇷❤️ ^JJ,assistant_audited,general_support,False
590050,"Je l'ai déjà fait. Mais je maintiens qu'il n'y a rien de logique à additionner 22 fois des frais de port pour 22 articles commandés chez la même boutique... Pour moi ça reste du vol, tout simplement.",general_support,False,routine support request,assistant-audited second pass; human label claim not made,Je comprends votre situation mais malheureusement un vendeur régit son expédition selon sa convenance. Avez-vous envoyé un message à ce vendeur pour voir s'il propose une autre alternative ? ^KD,assistant_audited,general_support,True
697954,"Nope, there was no reason given in the email!",general_support,False,routine support request,assistant-audited second pass; human label claim not made,Thank you for confirming. Who is the carrier for this package? Have you spoken to them yet by any chance? We want to help! ^SD,assistant_audited,general_support,True
434459,"No, en la web no tengo la opción de ""reclamación"" desde Mis pedidos una vez localizado el pedido",general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Susana, puedes contactar a nuestros compañeros de Servicio al cliente, ingresando en este enlace: https://t.co/OjvUxwnzPe ^HC",assistant_audited,general_support,True
2940280,Según tracking llevan desde las 9 en el pueblo de al lado. Daba por hecho que no tendría que hacer ningún tipo de gestión...😐,delivery_tracking,False,routine support request,assistant-audited second pass; human label claim not made,"Entiendo, puedes contactarlos directamente a través de este enlace: https://t.co/meqnr4QIaC . ^MB",assistant_audited,general_support,True
226017,Need subs in English shows where foreign languages are used. Some shows are hard to watch.,subscription_membership,False,routine support request,assistant-audited second pass; human label claim not made,"Trust me, I know how that feels. I'll be sure to pass your feedback internally, thanks for sharing. ^HT",assistant_audited,general_support,True
2930153,since more than 1 month I am struggling for my refund no help from customer service LET me know if I need to file complain against payment gateway,payment_billing,True,"repeated, delayed, or formal complaint",assistant-audited second pass; human label claim not made,Twitter being a public platform we do not have access to your order details. Please reply to the email correspondence from our team and we'll be glad to help you. Thank you for understanding.,assistant_audited,refund_return,False
38185,"após 30 min no telefone com o atendente, não resolveu nada! #indignação",general_support,False,routine support request,assistant-audited second pass; human label claim not made,"Olá Bruno, sinto muito. O que aconteceu? ^LG",assistant_audited,general_support,True
136183,"Cmq cara sarà pure #BlackFriday e vorrai vendere la qualsiasi ma la tua app è pessima, UX non all'altezza, stessa cosa per il tuo sito. O sai cosa stai cercando o creare filtri per modelli, prezzi, caratteristiche è un #fail",technical_issue,False,routine support request,assistant-audited second pass; human label claim not made,"Ciao Ben, puoi indicarci nel dettaglio quale problema hai riscontrato con la nostra App? Grazie. ^MP",assistant_audited,technical_issue,False
